candidate_id,module_path,artifact_selector,mapping_status,notes
RCM-02550,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-00774,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-10088,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-06520,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-01214,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-08094,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-07692,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-04674,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-05876,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-06505,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-06402,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-04319,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-01378,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
RCM-05868,.,auto,PROVISIONAL_ROOT,Root D1 Maven validation
