candidate_id,module_path,artifact_selector,mapping_status,notes
RCM-02086,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07325,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02877,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05926,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02324,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05604,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10468,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09084,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01442,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06835,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09971,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07344,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07716,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08226,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08357,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07185,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08943,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10847,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06517,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01428,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06803,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02025,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09717,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02258,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09596,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08173,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09579,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06080,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10874,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08428,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01256,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08911,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06648,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08100,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02154,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08613,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08777,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09425,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08025,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07369,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08876,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08915,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08957,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01439,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02411,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06916,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07930,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05934,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09120,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09053,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08525,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08354,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08174,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-00894,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10771,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07797,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08902,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10935,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06547,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02015,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
